Transaction_ID,Order_ID,Transaction_Mode,Rewards
TR_41003301,OR_31007270,Wallet,Yes
TR_41003302,OR_31002526,UPI,No
TR_41003303,OR_31007007,Debit Card,No
TR_41003304,OR_31009011,COD,No
TR_41003305,OR_31002479,COD,Yes
TR_41003306,OR_31005792,Debit Card,Yes
TR_41003307,OR_31001437,UPI,Yes
TR_41003308,OR_31007906,Wallet,Yes
TR_41003309,OR_31007733,Credit Card,No
TR_41003310,OR_31004802,COD,No
TR_41003311,OR_31003956,Debit Card,Yes
TR_41003312,OR_31002318,Wallet,No
TR_41003313,OR_31000400,Credit Card,No
TR_41003314,OR_31007461,Debit Card,No
TR_41003315,OR_31005067,Credit Card,Yes
TR_41003316,OR_31000326,COD,Yes
TR_41003317,OR_31004649,COD,No
TR_41003318,OR_31007965,Wallet,Yes
TR_41003319,OR_31001003,UPI,Yes
TR_41003320,OR_31006007,Credit Card,Yes
TR_41003321,OR_31000915,Wallet,No
TR_41003322,OR_31003845,Debit Card,No
TR_41003323,OR_31002495,COD,No
TR_41003324,OR_31002312,Debit Card,Yes
TR_41003325,OR_31000087,Debit Card,No
TR_41003326,OR_31001513,Debit Card,No
TR_41003327,OR_31006552,Debit Card,No
TR_41003328,OR_31001228,COD,No
TR_41003329,OR_31000363,Wallet,Yes
TR_41003330,OR_31007308,Credit Card,No
TR_41003331,OR_31003013,COD,No
TR_41003332,OR_31006121,Credit Card,No
TR_41003333,OR_31009618,Wallet,Yes
TR_41003334,OR_31005021,Credit Card,Yes
TR_41003335,OR_31008049,Wallet,Yes
TR_41003336,OR_31003576,COD,Yes
TR_41003337,OR_31002278,COD,Yes
TR_41003338,OR_31003150,COD,Yes
TR_41003339,OR_31003439,Wallet,No
TR_41003340,OR_31002329,Debit Card,Yes
TR_41003341,OR_31002875,Credit Card,Yes
TR_41003342,OR_31008028,UPI,Yes
TR_41003343,OR_31004568,Debit Card,No
TR_41003344,OR_31009382,UPI,No
TR_41003345,OR_31005732,Wallet,Yes
TR_41003346,OR_31000024,Debit Card,No
TR_41003347,OR_31007300,Debit Card,Yes
TR_41003348,OR_31006270,COD,No
TR_41003349,OR_31007144,Debit Card,No
TR_41003350,OR_31006824,Credit Card,No
TR_41003351,OR_31007413,UPI,Yes
TR_41003352,OR_31007277,Wallet,No
TR_41003353,OR_31005251,UPI,No
TR_41003354,OR_31004216,Debit Card,Yes
TR_41003355,OR_31001077,UPI,Yes
TR_41003356,OR_31007966,UPI,No
TR_41003357,OR_31000581,COD,No
TR_41003358,OR_31002137,Credit Card,Yes
TR_41003359,OR_31001284,COD,Yes
TR_41003360,OR_31009425,Credit Card,No
TR_41003361,OR_31007096,UPI,Yes
TR_41003362,OR_31001953,Debit Card,Yes
TR_41003363,OR_31008426,UPI,No
TR_41003364,OR_31008375,Debit Card,Yes
TR_41003365,OR_31005247,COD,Yes
TR_41003366,OR_31006020,UPI,Yes
TR_41003367,OR_31007883,COD,Yes
TR_41003368,OR_31005005,Credit Card,No
TR_41003369,OR_31009872,UPI,Yes
TR_41003370,OR_31005168,Wallet,No
TR_41003371,OR_31001632,Credit Card,Yes
TR_41003372,OR_31003631,COD,Yes
TR_41003373,OR_31003515,Credit Card,Yes
TR_41003374,OR_31003926,Wallet,Yes
TR_41003375,OR_31007203,Wallet,Yes
TR_41003376,OR_31002027,COD,Yes
TR_41003377,OR_31000917,Debit Card,Yes
TR_41003378,OR_31005487,Credit Card,Yes
TR_41003379,OR_31006205,COD,Yes
TR_41003380,OR_31004377,Debit Card,No
TR_41003381,OR_31004750,UPI,Yes
TR_41003382,OR_31007459,Credit Card,Yes
TR_41003383,OR_31007397,UPI,Yes
TR_41003384,OR_31007189,Credit Card,No
TR_41003385,OR_31006118,UPI,Yes
TR_41003386,OR_31009995,UPI,Yes
TR_41003387,OR_31005110,Credit Card,No
TR_41003388,OR_31009319,Wallet,No
TR_41003389,OR_31002234,Credit Card,No
TR_41003390,OR_31002611,Wallet,Yes
TR_41003391,OR_31001035,Debit Card,No
TR_41003392,OR_31002816,Wallet,No
TR_41003393,OR_31007265,Debit Card,Yes
TR_41003394,OR_31002530,Wallet,Yes
TR_41003395,OR_31006781,Debit Card,Yes
TR_41003396,OR_31003092,COD,No
TR_41003397,OR_31001414,Debit Card,Yes
TR_41003398,OR_31003914,COD,Yes
TR_41003399,OR_31008025,Credit Card,No
TR_41003400,OR_31007110,Debit Card,No
TR_41003401,OR_31004013,COD,No
TR_41003402,OR_31009863,UPI,No
TR_41003403,OR_31006424,Credit Card,Yes
TR_41003404,OR_31003101,COD,Yes
TR_41003405,OR_31005579,Debit Card,No
TR_41003406,OR_31002552,Credit Card,Yes
TR_41003407,OR_31006907,UPI,No
TR_41003408,OR_31006420,COD,Yes
TR_41003409,OR_31004125,Wallet,Yes
TR_41003410,OR_31007348,Debit Card,Yes
TR_41003411,OR_31007878,Debit Card,Yes
TR_41003412,OR_31003422,Wallet,No
TR_41003413,OR_31009656,Debit Card,No
TR_41003414,OR_31009214,Wallet,Yes
TR_41003415,OR_31006159,Wallet,No
TR_41003416,OR_31006443,UPI,No
TR_41003417,OR_31000013,UPI,No
TR_41003418,OR_31004069,UPI,Yes
TR_41003419,OR_31002307,Credit Card,Yes
TR_41003420,OR_31004626,Credit Card,No
TR_41003421,OR_31001092,COD,Yes
TR_41003422,OR_31004413,COD,Yes
TR_41003423,OR_31005715,Debit Card,No
TR_41003424,OR_31001403,Wallet,No
TR_41003425,OR_31000309,COD,Yes
TR_41003426,OR_31003802,Wallet,Yes
TR_41003427,OR_31005081,Wallet,Yes
TR_41003428,OR_31008377,Wallet,No
TR_41003429,OR_31001823,Debit Card,No
TR_41003430,OR_31009787,Debit Card,No
TR_41003431,OR_31007142,COD,No
TR_41003432,OR_31008417,UPI,Yes
TR_41003433,OR_31007094,Credit Card,No
TR_41003434,OR_31005387,Debit Card,No
TR_41003435,OR_31008095,UPI,No
TR_41003436,OR_31007282,Debit Card,No
TR_41003437,OR_31009327,Wallet,Yes
TR_41003438,OR_31007336,Debit Card,No
TR_41003439,OR_31001729,Credit Card,No
TR_41003440,OR_31007372,Wallet,Yes
TR_41003441,OR_31005481,COD,Yes
TR_41003442,OR_31001177,Credit Card,Yes
TR_41003443,OR_31006046,COD,No
TR_41003444,OR_31006645,COD,No
TR_41003445,OR_31002835,COD,Yes
TR_41003446,OR_31006352,Wallet,Yes
TR_41003447,OR_31000869,Debit Card,No
TR_41003448,OR_31004266,UPI,Yes
TR_41003449,OR_31001028,Debit Card,No
TR_41003450,OR_31000253,Credit Card,No
TR_41003451,OR_31005154,Credit Card,Yes
TR_41003452,OR_31001347,UPI,No
TR_41003453,OR_31002251,Credit Card,No
TR_41003454,OR_31009403,UPI,Yes
TR_41003455,OR_31004924,Debit Card,No
TR_41003456,OR_31007262,UPI,Yes
TR_41003457,OR_31005962,COD,No
TR_41003458,OR_31008750,Wallet,No
TR_41003459,OR_31006327,UPI,No
TR_41003460,OR_31000579,COD,Yes
TR_41003461,OR_31009473,Credit Card,Yes
TR_41003462,OR_31004655,Debit Card,No
TR_41003463,OR_31005193,Credit Card,Yes
TR_41003464,OR_31008505,COD,Yes
TR_41003465,OR_31004922,Debit Card,Yes
TR_41003466,OR_31005709,Debit Card,No
TR_41003467,OR_31007023,COD,No
TR_41003468,OR_31003766,COD,Yes
TR_41003469,OR_31005234,COD,No
TR_41003470,OR_31009358,COD,Yes
TR_41003471,OR_31000727,Wallet,No
TR_41003472,OR_31005591,Wallet,No
TR_41003473,OR_31009940,COD,Yes
TR_41003474,OR_31005227,Credit Card,Yes
TR_41003475,OR_31005037,Wallet,Yes
TR_41003476,OR_31000047,Credit Card,No
TR_41003477,OR_31008162,Credit Card,Yes
TR_41003478,OR_31004000,UPI,Yes
TR_41003479,OR_31007313,UPI,Yes
TR_41003480,OR_31000862,COD,No
TR_41003481,OR_31005057,Credit Card,Yes
TR_41003482,OR_31001693,Wallet,Yes
TR_41003483,OR_31006487,Wallet,No
TR_41003484,OR_31003143,COD,No
TR_41003485,OR_31002416,Debit Card,Yes
TR_41003486,OR_31001613,Credit Card,No
TR_41003487,OR_31004924,Debit Card,No
TR_41003488,OR_31002263,Credit Card,No
TR_41003489,OR_31000264,Credit Card,No
TR_41003490,OR_31003110,Credit Card,Yes
TR_41003491,OR_31009783,Credit Card,Yes
TR_41003492,OR_31002699,UPI,Yes
TR_41003493,OR_31000726,UPI,No
TR_41003494,OR_31005609,Credit Card,Yes
TR_41003495,OR_31006598,Credit Card,Yes
TR_41003496,OR_31005949,UPI,No
TR_41003497,OR_31000176,Debit Card,No
TR_41003498,OR_31006011,Wallet,No
TR_41003499,OR_31009948,UPI,No
TR_41003500,OR_31002798,Credit Card,No
TR_41003501,OR_31008456,UPI,No
TR_41003502,OR_31003177,Wallet,No
TR_41003503,OR_31004522,Wallet,No
TR_41003504,OR_31003607,Wallet,No
TR_41003505,OR_31006383,Wallet,Yes
TR_41003506,OR_31004030,Debit Card,No
TR_41003507,OR_31006607,Debit Card,Yes
TR_41003508,OR_31008127,Credit Card,No
TR_41003509,OR_31003285,Wallet,No
TR_41003510,OR_31006890,UPI,Yes
TR_41003511,OR_31005855,UPI,Yes
TR_41003512,OR_31000460,COD,No
TR_41003513,OR_31002667,Credit Card,Yes
TR_41003514,OR_31001966,UPI,Yes
TR_41003515,OR_31003346,Debit Card,Yes
TR_41003516,OR_31005546,COD,No
TR_41003517,OR_31001235,Credit Card,Yes
TR_41003518,OR_31000751,Debit Card,No
TR_41003519,OR_31009068,COD,No
TR_41003520,OR_31006960,COD,No
TR_41003521,OR_31001451,Debit Card,No
TR_41003522,OR_31004290,UPI,Yes
TR_41003523,OR_31001299,Wallet,No
TR_41003524,OR_31000987,Wallet,Yes
TR_41003525,OR_31006999,UPI,Yes
TR_41003526,OR_31004253,UPI,Yes
TR_41003527,OR_31002300,COD,Yes
TR_41003528,OR_31003799,Debit Card,Yes
TR_41003529,OR_31002374,UPI,No
TR_41003530,OR_31004556,Debit Card,Yes
TR_41003531,OR_31007244,COD,Yes
TR_41003532,OR_31005360,Wallet,Yes
TR_41003533,OR_31007141,Wallet,Yes
TR_41003534,OR_31009245,Credit Card,No
TR_41003535,OR_31004424,Credit Card,Yes
TR_41003536,OR_31005551,Credit Card,No
TR_41003537,OR_31001728,Credit Card,No
TR_41003538,OR_31009419,Credit Card,No
TR_41003539,OR_31007533,COD,Yes
TR_41003540,OR_31005212,Credit Card,Yes
TR_41003541,OR_31009008,COD,Yes
TR_41003542,OR_31005741,COD,Yes
TR_41003543,OR_31002124,Wallet,Yes
TR_41003544,OR_31008284,Credit Card,Yes
TR_41003545,OR_31002884,COD,Yes
TR_41003546,OR_31006683,Wallet,No
TR_41003547,OR_31008184,Debit Card,Yes
TR_41003548,OR_31004018,Credit Card,Yes
TR_41003549,OR_31003820,Credit Card,No
TR_41003550,OR_31004666,COD,Yes
TR_41003551,OR_31002023,Debit Card,No
TR_41003552,OR_31001101,Credit Card,No
TR_41003553,OR_31004461,UPI,Yes
TR_41003554,OR_31007977,Credit Card,Yes
TR_41003555,OR_31000043,COD,Yes
TR_41003556,OR_31002763,Debit Card,Yes
TR_41003557,OR_31007892,Wallet,Yes
TR_41003558,OR_31000841,UPI,No
TR_41003559,OR_31009928,Credit Card,Yes
TR_41003560,OR_31004338,Credit Card,Yes
TR_41003561,OR_31005715,Wallet,No
TR_41003562,OR_31008850,Debit Card,No
TR_41003563,OR_31001451,Debit Card,Yes
TR_41003564,OR_31003308,Debit Card,Yes
TR_41003565,OR_31008738,UPI,Yes
TR_41003566,OR_31000724,Debit Card,Yes
TR_41003567,OR_31001490,Debit Card,No
TR_41003568,OR_31002583,Debit Card,Yes
TR_41003569,OR_31001626,COD,Yes
TR_41003570,OR_31006656,COD,No
TR_41003571,OR_31002534,COD,Yes
TR_41003572,OR_31004380,Debit Card,Yes
TR_41003573,OR_31008784,Debit Card,No
TR_41003574,OR_31002935,UPI,Yes
TR_41003575,OR_31003645,Debit Card,Yes
TR_41003576,OR_31002836,Wallet,Yes
TR_41003577,OR_31001569,Credit Card,No
TR_41003578,OR_31001557,UPI,No
TR_41003579,OR_31008814,Debit Card,Yes
TR_41003580,OR_31002685,Credit Card,No
TR_41003581,OR_31009537,UPI,Yes
TR_41003582,OR_31001164,UPI,Yes
TR_41003583,OR_31002363,UPI,Yes
TR_41003584,OR_31000485,Wallet,Yes
TR_41003585,OR_31006739,Wallet,No
TR_41003586,OR_31004937,Credit Card,No
TR_41003587,OR_31009694,Wallet,No
TR_41003588,OR_31001567,Wallet,No
TR_41003589,OR_31006797,Credit Card,No
TR_41003590,OR_31005720,UPI,No
TR_41003591,OR_31005316,Wallet,No
TR_41003592,OR_31001871,Debit Card,Yes
TR_41003593,OR_31004556,Wallet,Yes
TR_41003594,OR_31003198,COD,No
TR_41003595,OR_31001040,UPI,Yes
TR_41003596,OR_31004832,COD,Yes
TR_41003597,OR_31003380,UPI,Yes
TR_41003598,OR_31001482,Credit Card,No
TR_41003599,OR_31008436,Credit Card,No
TR_41003600,OR_31006849,UPI,No
TR_41003601,OR_31006677,Wallet,No
TR_41003602,OR_31007576,UPI,No
TR_41003603,OR_31006330,Wallet,No
TR_41003604,OR_31002392,UPI,No
TR_41003605,OR_31007476,Wallet,Yes
TR_41003606,OR_31005347,UPI,Yes
TR_41003607,OR_31008631,Debit Card,No
TR_41003608,OR_31009940,Debit Card,Yes
TR_41003609,OR_31007593,UPI,No
TR_41003610,OR_31002740,COD,No
TR_41003611,OR_31006748,Debit Card,Yes
TR_41003612,OR_31000018,Debit Card,No
TR_41003613,OR_31006210,UPI,Yes
TR_41003614,OR_31004787,Wallet,No
TR_41003615,OR_31009522,COD,No
TR_41003616,OR_31005097,Wallet,Yes
TR_41003617,OR_31005367,Debit Card,Yes
TR_41003618,OR_31004554,COD,Yes
TR_41003619,OR_31007795,COD,No
TR_41003620,OR_31001280,Debit Card,No
TR_41003621,OR_31001421,Credit Card,Yes
TR_41003622,OR_31006171,Debit Card,No
TR_41003623,OR_31002207,Wallet,No
TR_41003624,OR_31007601,Wallet,Yes
TR_41003625,OR_31009068,Credit Card,Yes
TR_41003626,OR_31007574,COD,Yes
TR_41003627,OR_31007668,Debit Card,No
TR_41003628,OR_31001445,COD,Yes
TR_41003629,OR_31008262,Debit Card,Yes
TR_41003630,OR_31006625,Debit Card,Yes
TR_41003631,OR_31004219,Debit Card,No
TR_41003632,OR_31006321,Debit Card,No
TR_41003633,OR_31004134,UPI,Yes
TR_41003634,OR_31007614,Credit Card,No
TR_41003635,OR_31002403,Credit Card,Yes
TR_41003636,OR_31008633,Wallet,Yes
TR_41003637,OR_31000031,Credit Card,No
TR_41003638,OR_31003319,Debit Card,Yes
TR_41003639,OR_31008249,Credit Card,No
TR_41003640,OR_31008388,UPI,Yes
TR_41003641,OR_31008338,Credit Card,No
TR_41003642,OR_31007633,Credit Card,Yes
TR_41003643,OR_31005235,Wallet,Yes
TR_41003644,OR_31002829,COD,Yes
TR_41003645,OR_31005177,UPI,Yes
TR_41003646,OR_31004434,Credit Card,No
TR_41003647,OR_31004684,Debit Card,No
TR_41003648,OR_31005804,COD,Yes
TR_41003649,OR_31008785,UPI,Yes
TR_41003650,OR_31009376,Credit Card,No
TR_41003651,OR_31006697,UPI,Yes
TR_41003652,OR_31004070,Debit Card,No
TR_41003653,OR_31008213,Wallet,No
TR_41003654,OR_31000132,UPI,Yes
TR_41003655,OR_31001150,UPI,Yes
TR_41003656,OR_31008019,Wallet,No
TR_41003657,OR_31003434,UPI,No
TR_41003658,OR_31009610,Debit Card,Yes
TR_41003659,OR_31006282,COD,Yes
TR_41003660,OR_31006597,UPI,Yes
TR_41003661,OR_31007353,Wallet,No
TR_41003662,OR_31003155,Credit Card,No
TR_41003663,OR_31005195,UPI,No
TR_41003664,OR_31008889,Debit Card,No
TR_41003665,OR_31005316,COD,Yes
TR_41003666,OR_31009263,COD,No
TR_41003667,OR_31008472,Wallet,No
TR_41003668,OR_31005977,Credit Card,No
TR_41003669,OR_31008942,Wallet,No
TR_41003670,OR_31003556,Wallet,Yes
TR_41003671,OR_31000484,Wallet,Yes
TR_41003672,OR_31009987,Wallet,No
TR_41003673,OR_31009468,COD,Yes
TR_41003674,OR_31006183,UPI,Yes
TR_41003675,OR_31009610,Credit Card,Yes
TR_41003676,OR_31006598,Credit Card,Yes
TR_41003677,OR_31006994,Debit Card,Yes
TR_41003678,OR_31007634,Wallet,No
TR_41003679,OR_31004756,COD,Yes
TR_41003680,OR_31008262,Debit Card,Yes
TR_41003681,OR_31003111,Credit Card,Yes
TR_41003682,OR_31000715,Credit Card,No
TR_41003683,OR_31002316,Wallet,Yes
TR_41003684,OR_31004146,UPI,Yes
TR_41003685,OR_31008341,UPI,Yes
TR_41003686,OR_31003116,UPI,No
TR_41003687,OR_31006515,Debit Card,Yes
TR_41003688,OR_31006560,Credit Card,Yes
TR_41003689,OR_31000393,COD,No
TR_41003690,OR_31009397,Debit Card,Yes
TR_41003691,OR_31008210,Wallet,No
TR_41003692,OR_31002259,COD,No
TR_41003693,OR_31003169,Credit Card,No
TR_41003694,OR_31006406,COD,No
TR_41003695,OR_31006618,Debit Card,No
TR_41003696,OR_31002980,Wallet,No
TR_41003697,OR_31004732,Debit Card,No
TR_41003698,OR_31002907,COD,No
TR_41003699,OR_31009511,UPI,Yes
TR_41003700,OR_31009821,Credit Card,No
TR_41003701,OR_31002032,Debit Card,Yes
TR_41003702,OR_31004068,Wallet,No
TR_41003703,OR_31009283,COD,Yes
TR_41003704,OR_31007078,UPI,No
TR_41003705,OR_31007603,Wallet,No
TR_41003706,OR_31002340,Wallet,No
TR_41003707,OR_31005670,COD,Yes
TR_41003708,OR_31000940,UPI,Yes
TR_41003709,OR_31006655,Debit Card,No
TR_41003710,OR_31004216,Credit Card,Yes
TR_41003711,OR_31008926,UPI,No
TR_41003712,OR_31008208,Wallet,Yes
TR_41003713,OR_31009040,Wallet,No
TR_41003714,OR_31009084,COD,No
TR_41003715,OR_31004534,Debit Card,No
TR_41003716,OR_31002074,Debit Card,No
TR_41003717,OR_31003773,UPI,No
TR_41003718,OR_31009869,Credit Card,Yes
TR_41003719,OR_31003684,UPI,Yes
TR_41003720,OR_31008603,Wallet,Yes
TR_41003721,OR_31000717,Credit Card,Yes
TR_41003722,OR_31007234,COD,No
TR_41003723,OR_31004646,Wallet,Yes
TR_41003724,OR_31001790,Debit Card,Yes
TR_41003725,OR_31006445,Debit Card,Yes
TR_41003726,OR_31005095,Wallet,Yes
TR_41003727,OR_31001636,Credit Card,No
TR_41003728,OR_31001192,Debit Card,Yes
TR_41003729,OR_31001552,UPI,Yes
TR_41003730,OR_31005778,Debit Card,No
TR_41003731,OR_31006161,UPI,Yes
TR_41003732,OR_31004762,COD,No
TR_41003733,OR_31001801,Credit Card,No
TR_41003734,OR_31004436,UPI,Yes
TR_41003735,OR_31000258,Credit Card,Yes
TR_41003736,OR_31009330,Wallet,Yes
TR_41003737,OR_31000526,Wallet,Yes
TR_41003738,OR_31001507,Debit Card,Yes
TR_41003739,OR_31004611,Credit Card,Yes
TR_41003740,OR_31004473,COD,Yes
TR_41003741,OR_31006816,Credit Card,Yes
TR_41003742,OR_31000639,Debit Card,Yes
TR_41003743,OR_31009045,UPI,Yes
TR_41003744,OR_31009103,COD,Yes
TR_41003745,OR_31000051,Debit Card,No
TR_41003746,OR_31002969,Wallet,No
TR_41003747,OR_31001562,Debit Card,No
TR_41003748,OR_31007152,COD,Yes
TR_41003749,OR_31005936,Credit Card,Yes
TR_41003750,OR_31000027,Debit Card,No
TR_41003751,OR_31009256,Debit Card,Yes
TR_41003752,OR_31007667,Wallet,Yes
TR_41003753,OR_31006490,UPI,Yes
TR_41003754,OR_31007421,COD,No
TR_41003755,OR_31000233,Debit Card,Yes
TR_41003756,OR_31002756,UPI,Yes
TR_41003757,OR_31007333,COD,No
TR_41003758,OR_31007923,Credit Card,No
TR_41003759,OR_31002136,Wallet,No
TR_41003760,OR_31008691,Credit Card,Yes
TR_41003761,OR_31009162,COD,No
TR_41003762,OR_31003751,COD,No
TR_41003763,OR_31007853,UPI,No
TR_41003764,OR_31000896,Credit Card,Yes
TR_41003765,OR_31003973,Wallet,Yes
TR_41003766,OR_31009491,Credit Card,Yes
TR_41003767,OR_31008076,UPI,Yes
TR_41003768,OR_31006966,Credit Card,No
TR_41003769,OR_31006117,Credit Card,No
TR_41003770,OR_31001334,COD,Yes
TR_41003771,OR_31004302,Credit Card,Yes
TR_41003772,OR_31000161,Wallet,Yes
TR_41003773,OR_31008187,Debit Card,No
TR_41003774,OR_31006741,COD,No
TR_41003775,OR_31004940,Wallet,Yes
TR_41003776,OR_31005540,Wallet,Yes
TR_41003777,OR_31007118,Wallet,No
TR_41003778,OR_31004579,Wallet,Yes
TR_41003779,OR_31000701,Wallet,No
TR_41003780,OR_31005232,UPI,No
TR_41003781,OR_31007244,COD,Yes
TR_41003782,OR_31002816,Wallet,Yes
TR_41003783,OR_31005717,UPI,Yes
TR_41003784,OR_31004118,COD,Yes
TR_41003785,OR_31003578,Wallet,No
TR_41003786,OR_31008644,COD,Yes
TR_41003787,OR_31003633,UPI,Yes
TR_41003788,OR_31009925,COD,No
TR_41003789,OR_31007890,Credit Card,Yes
TR_41003790,OR_31002398,Wallet,Yes
TR_41003791,OR_31001277,Credit Card,No
TR_41003792,OR_31003882,Wallet,No
TR_41003793,OR_31005143,COD,Yes
TR_41003794,OR_31005682,Credit Card,No
TR_41003795,OR_31009079,Debit Card,Yes
TR_41003796,OR_31003949,Credit Card,Yes
TR_41003797,OR_31008063,Credit Card,Yes
TR_41003798,OR_31007397,COD,No
TR_41003799,OR_31007922,UPI,No
TR_41003800,OR_31000292,COD,No
TR_41003801,OR_31002605,Debit Card,No
TR_41003802,OR_31006631,Wallet,No
TR_41003803,OR_31002439,Credit Card,Yes
TR_41003804,OR_31006775,Debit Card,No
TR_41003805,OR_31005515,UPI,No
TR_41003806,OR_31008675,Credit Card,No
TR_41003807,OR_31003778,Debit Card,Yes
TR_41003808,OR_31006733,COD,Yes
TR_41003809,OR_31008547,Credit Card,No
TR_41003810,OR_31007189,Debit Card,Yes
TR_41003811,OR_31009310,Debit Card,No
TR_41003812,OR_31003325,UPI,Yes
TR_41003813,OR_31004062,Debit Card,Yes
TR_41003814,OR_31008295,Debit Card,Yes
TR_41003815,OR_31004163,Credit Card,Yes
TR_41003816,OR_31000460,Credit Card,No
TR_41003817,OR_31009038,Credit Card,Yes
TR_41003818,OR_31004078,COD,No
TR_41003819,OR_31004644,UPI,Yes
TR_41003820,OR_31009191,Debit Card,No
TR_41003821,OR_31004383,Debit Card,Yes
TR_41003822,OR_31004259,Wallet,Yes
TR_41003823,OR_31002368,Wallet,Yes
TR_41003824,OR_31005594,Wallet,Yes
TR_41003825,OR_31000287,Wallet,No
TR_41003826,OR_31000758,Credit Card,Yes
TR_41003827,OR_31002169,COD,No
TR_41003828,OR_31005714,Debit Card,No
TR_41003829,OR_31003894,Wallet,Yes
TR_41003830,OR_31005999,COD,No
TR_41003831,OR_31004116,Wallet,Yes
TR_41003832,OR_31002859,UPI,Yes
TR_41003833,OR_31007681,Debit Card,No
TR_41003834,OR_31004408,UPI,No
TR_41003835,OR_31002691,Debit Card,Yes
TR_41003836,OR_31002930,COD,Yes
TR_41003837,OR_31002690,Debit Card,No
TR_41003838,OR_31003262,Credit Card,No
TR_41003839,OR_31009426,UPI,No
TR_41003840,OR_31004929,COD,No
TR_41003841,OR_31009393,UPI,Yes
TR_41003842,OR_31009007,UPI,No
TR_41003843,OR_31005843,Debit Card,Yes
TR_41003844,OR_31004544,Credit Card,No
TR_41003845,OR_31002784,Wallet,Yes
TR_41003846,OR_31006218,Credit Card,No
TR_41003847,OR_31009074,Credit Card,No
TR_41003848,OR_31006442,COD,Yes
TR_41003849,OR_31002652,COD,No
TR_41003850,OR_31008611,COD,No
TR_41003851,OR_31001637,COD,Yes
TR_41003852,OR_31000043,Credit Card,No
TR_41003853,OR_31008686,Wallet,No
TR_41003854,OR_31003264,Debit Card,No
TR_41003855,OR_31006374,UPI,No
TR_41003856,OR_31008252,Credit Card,Yes
TR_41003857,OR_31000309,COD,Yes
TR_41003858,OR_31004379,Debit Card,Yes
TR_41003859,OR_31006042,COD,No
TR_41003860,OR_31008637,UPI,Yes
TR_41003861,OR_31007632,Credit Card,No
TR_41003862,OR_31005514,Debit Card,No
TR_41003863,OR_31006812,UPI,Yes
TR_41003864,OR_31000866,Credit Card,No
TR_41003865,OR_31000212,UPI,No
TR_41003866,OR_31000473,UPI,Yes
TR_41003867,OR_31007195,Credit Card,Yes
TR_41003868,OR_31008625,UPI,Yes
TR_41003869,OR_31003370,COD,Yes
TR_41003870,OR_31003296,Debit Card,No
TR_41003871,OR_31003345,Wallet,No
TR_41003872,OR_31007179,Credit Card,No
TR_41003873,OR_31005933,Debit Card,Yes
TR_41003874,OR_31001776,COD,No
TR_41003875,OR_31002602,COD,No
TR_41003876,OR_31004172,COD,No
TR_41003877,OR_31008736,Credit Card,Yes
TR_41003878,OR_31008856,Debit Card,Yes
TR_41003879,OR_31000677,UPI,Yes
TR_41003880,OR_31006976,UPI,Yes
TR_41003881,OR_31002322,COD,No
TR_41003882,OR_31006555,COD,No
TR_41003883,OR_31003944,COD,Yes
TR_41003884,OR_31005424,Credit Card,Yes
TR_41003885,OR_31006885,Debit Card,No
TR_41003886,OR_31002881,UPI,No
TR_41003887,OR_31003013,Wallet,No
TR_41003888,OR_31003633,COD,Yes
TR_41003889,OR_31003125,UPI,Yes
TR_41003890,OR_31000521,Credit Card,No
TR_41003891,OR_31008476,Credit Card,No
TR_41003892,OR_31002036,Credit Card,Yes
TR_41003893,OR_31003142,Credit Card,Yes
TR_41003894,OR_31008822,Wallet,No
TR_41003895,OR_31005505,Credit Card,No
TR_41003896,OR_31006146,UPI,No
TR_41003897,OR_31003631,Debit Card,No
TR_41003898,OR_31007415,Credit Card,Yes
TR_41003899,OR_31000112,Credit Card,No
TR_41003900,OR_31001617,COD,No
TR_41003901,OR_31008102,Wallet,No
TR_41003902,OR_31002163,Wallet,No
TR_41003903,OR_31004862,UPI,Yes
TR_41003904,OR_31007012,Wallet,No
TR_41003905,OR_31006575,COD,Yes
TR_41003906,OR_31009424,Wallet,Yes
TR_41003907,OR_31007926,COD,Yes
TR_41003908,OR_31004474,Wallet,Yes
TR_41003909,OR_31005837,UPI,No
TR_41003910,OR_31006581,Wallet,Yes
TR_41003911,OR_31007782,UPI,No
TR_41003912,OR_31001832,Debit Card,Yes
TR_41003913,OR_31000095,Debit Card,No
TR_41003914,OR_31006303,Credit Card,No
TR_41003915,OR_31007653,UPI,No
TR_41003916,OR_31005243,UPI,No
TR_41003917,OR_31007566,UPI,Yes
TR_41003918,OR_31006262,COD,Yes
TR_41003919,OR_31004208,Credit Card,No
TR_41003920,OR_31005838,Wallet,Yes
TR_41003921,OR_31005503,Credit Card,Yes
TR_41003922,OR_31009343,Wallet,No
TR_41003923,OR_31007791,COD,Yes
TR_41003924,OR_31000415,COD,No
TR_41003925,OR_31006071,Debit Card,No
TR_41003926,OR_31004932,UPI,Yes
TR_41003927,OR_31007284,Wallet,No
TR_41003928,OR_31009098,Debit Card,Yes
TR_41003929,OR_31006584,Debit Card,No
TR_41003930,OR_31002146,Credit Card,Yes
TR_41003931,OR_31004772,UPI,Yes
TR_41003932,OR_31001289,Debit Card,Yes
TR_41003933,OR_31002832,Debit Card,No
TR_41003934,OR_31005156,Credit Card,No
TR_41003935,OR_31001278,Wallet,No
TR_41003936,OR_31008338,UPI,Yes
TR_41003937,OR_31006843,COD,No
TR_41003938,OR_31008521,Wallet,Yes
