Order_ID,Customer_ID,Product_ID,Order_Date,Order_Time,Quantity,Coupon,Coupon_Discount,DP_ID
OR_31002489,CS_11006782,PD_21000128,2024-04-16,19:44:57,2,No Coupons,0,DV_61000002
OR_31002490,CS_11007682,PD_21003913,2024-10-26,23:33:29,5,FESTIVE20,15,DV_61000004
OR_31002491,CS_11001875,PD_21009049,2024-05-16,6:25:28,1,RALLY20,10,DV_61000002
OR_31002492,CS_11005163,PD_21008831,2025-02-10,17:19:19,4,No Coupons,0,DV_61000002
OR_31002493,CS_11006304,PD_21000787,2024-07-22,8:21:40,5,SUMMER15,15,DV_61000004
OR_31002494,CS_11005738,PD_21008511,2024-11-12,23:52:46,6,No Coupons,0,DV_61000005
OR_31002495,CS_11009486,PD_21006108,2024-11-04,3:07:22,5,FESTIVE20,20,DV_61000001
OR_31002496,CS_11000358,PD_21008881,2024-06-23,9:19:02,10,FESTIVE20,20,DV_61000003
OR_31002497,CS_11002744,PD_21008915,2024-07-05,23:30:59,7,No Coupons,0,DV_61000002
OR_31002498,CS_11002501,PD_21005048,2024-11-29,1:32:14,6,No Coupons,0,DV_61000002
OR_31002499,CS_11008751,PD_21003369,2024-04-28,13:59:24,5,RALLY20,15,DV_61000003
OR_31002500,CS_11001498,PD_21000749,2024-05-27,10:08:41,1,RALLY20,10,DV_61000001
OR_31002501,CS_11003296,PD_21008135,2025-02-17,12:44:13,8,RALLY20,20,DV_61000002
OR_31002502,CS_11001295,PD_21003546,2024-03-22,3:41:47,8,No Coupons,0,DV_61000003
OR_31002503,CS_11006112,PD_21006019,2025-02-15,13:49:49,2,WELCOME10,15,DV_61000002
OR_31002504,CS_11008531,PD_21001820,2024-10-14,22:29:05,1,WELCOME10,10,DV_61000005
OR_31002505,CS_11006027,PD_21000016,2024-05-31,16:42:48,10,RALLY20,10,DV_61000005
OR_31002506,CS_11003532,PD_21005247,2024-04-08,16:57:20,8,No Coupons,0,DV_61000002
OR_31002507,CS_11008305,PD_21003325,2024-09-21,17:16:57,10,SUMMER15,15,DV_61000002
OR_31002508,CS_11005471,PD_21002487,2025-01-15,18:41:22,1,FESTIVE20,10,DV_61000005
OR_31002509,CS_11001825,PD_21002594,2024-03-08,1:31:40,3,FESTIVE20,15,DV_61000002
OR_31002510,CS_11008249,PD_21002198,2024-04-02,12:15:25,4,FESTIVE20,10,DV_61000001
OR_31002511,CS_11004324,PD_21002069,2024-07-21,5:12:49,1,SUMMER15,20,DV_61000001
OR_31002512,CS_11000726,PD_21006813,2024-06-29,13:35:56,7,No Coupons,0,DV_61000004
OR_31002513,CS_11005358,PD_21004539,2024-06-17,18:53:14,1,SUMMER15,10,DV_61000001
OR_31002514,CS_11006247,PD_21003257,2024-03-10,7:45:51,4,No Coupons,0,DV_61000002
OR_31002515,CS_11002803,PD_21000812,2024-10-17,6:08:31,7,No Coupons,0,DV_61000002
OR_31002516,CS_11009021,PD_21009742,2024-04-19,3:11:06,4,FESTIVE20,15,DV_61000003
OR_31002517,CS_11003781,PD_21001868,2024-10-11,7:10:36,6,RALLY20,15,DV_61000001
OR_31002518,CS_11009011,PD_21000954,2024-10-23,21:29:29,10,No Coupons,0,DV_61000005
OR_31002519,CS_11007835,PD_21000974,2024-05-16,1:39:16,9,WELCOME10,10,DV_61000005
OR_31002520,CS_11000882,PD_21009282,2024-09-15,10:49:33,8,SUMMER15,20,DV_61000004
OR_31002521,CS_11003339,PD_21007315,2024-04-13,3:44:47,3,WELCOME10,15,DV_61000003
OR_31002522,CS_11007330,PD_21008692,2024-04-03,19:48:45,4,No Coupons,0,DV_61000005
OR_31002523,CS_11005224,PD_21005295,2024-06-23,14:23:11,7,WELCOME10,10,DV_61000004
OR_31002524,CS_11001284,PD_21003730,2024-04-16,6:14:31,8,SUMMER15,15,DV_61000001
OR_31002525,CS_11006734,PD_21004541,2025-02-20,12:39:50,5,No Coupons,0,DV_61000003
OR_31002526,CS_11002687,PD_21007268,2024-12-19,20:42:20,8,FESTIVE20,10,DV_61000003
OR_31002527,CS_11004321,PD_21009555,2024-10-25,12:11:14,10,FESTIVE20,20,DV_61000002
OR_31002528,CS_11002394,PD_21006970,2025-02-17,21:00:30,4,FESTIVE20,15,DV_61000001
OR_31002529,CS_11002296,PD_21006504,2024-07-23,20:40:48,5,SUMMER15,10,DV_61000003
OR_31002530,CS_11003775,PD_21003247,2024-05-28,21:31:56,6,WELCOME10,15,DV_61000004
OR_31002531,CS_11006699,PD_21005462,2024-04-24,10:37:45,4,RALLY20,10,DV_61000005
OR_31002532,CS_11008142,PD_21008165,2024-09-01,4:16:21,8,No Coupons,0,DV_61000001
OR_31002533,CS_11002983,PD_21009552,2024-04-14,4:41:18,7,SUMMER15,20,DV_61000001
OR_31002534,CS_11009680,PD_21001507,2025-02-17,0:34:24,4,No Coupons,0,DV_61000003
OR_31002535,CS_11000213,PD_21002455,2025-01-04,13:54:33,10,SUMMER15,10,DV_61000003
OR_31002536,CS_11009962,PD_21002176,2024-12-27,6:02:58,8,FESTIVE20,15,DV_61000003
OR_31002537,CS_11000597,PD_21007446,2024-03-30,11:31:36,10,RALLY20,10,DV_61000004
OR_31002538,CS_11004213,PD_21006813,2024-05-07,9:54:54,3,RALLY20,10,DV_61000002
OR_31002539,CS_11006708,PD_21002625,2024-12-20,9:27:30,7,SUMMER15,10,DV_61000003
OR_31002540,CS_11004483,PD_21006469,2024-04-10,23:23:46,9,RALLY20,15,DV_61000002
OR_31002541,CS_11008229,PD_21007558,2024-05-07,15:30:46,10,FESTIVE20,10,DV_61000002
OR_31002542,CS_11008564,PD_21007031,2025-01-19,22:31:47,1,No Coupons,0,DV_61000001
OR_31002543,CS_11009914,PD_21008269,2025-02-05,18:52:42,10,RALLY20,15,DV_61000005
OR_31002544,CS_11005299,PD_21004927,2024-09-29,10:55:54,10,FESTIVE20,15,DV_61000005
OR_31002545,CS_11002377,PD_21004913,2024-09-17,18:18:15,10,SUMMER15,15,DV_61000004
OR_31002546,CS_11006970,PD_21008082,2024-06-26,16:13:16,9,WELCOME10,20,DV_61000004
OR_31002547,CS_11004263,PD_21009054,2025-02-13,4:04:12,10,No Coupons,0,DV_61000005
OR_31002548,CS_11006798,PD_21008790,2025-03-06,11:52:20,6,FESTIVE20,20,DV_61000005
OR_31002549,CS_11004105,PD_21008853,2024-07-10,11:50:25,6,RALLY20,15,DV_61000001
OR_31002550,CS_11004480,PD_21002576,2024-12-07,22:14:15,1,RALLY20,20,DV_61000001
OR_31002551,CS_11008170,PD_21008611,2025-02-27,12:52:22,3,RALLY20,10,DV_61000005
OR_31002552,CS_11001027,PD_21008554,2024-03-24,22:54:29,3,No Coupons,0,DV_61000003
OR_31002553,CS_11007991,PD_21002101,2024-03-26,9:27:18,7,FESTIVE20,20,DV_61000003
OR_31002554,CS_11004706,PD_21002843,2024-10-01,4:59:37,1,FESTIVE20,20,DV_61000001
OR_31002555,CS_11007945,PD_21007583,2024-11-08,2:08:59,7,WELCOME10,10,DV_61000002
OR_31002556,CS_11006798,PD_21007604,2024-11-05,2:06:18,8,SUMMER15,20,DV_61000005
OR_31002557,CS_11003881,PD_21000514,2024-11-24,9:01:58,10,FESTIVE20,15,DV_61000004
OR_31002558,CS_11003486,PD_21003533,2024-05-12,5:02:49,2,RALLY20,10,DV_61000003
OR_31002559,CS_11006286,PD_21007075,2024-12-16,8:24:32,10,No Coupons,0,DV_61000002
OR_31002560,CS_11002440,PD_21004991,2024-04-16,2:46:47,10,WELCOME10,20,DV_61000003
OR_31002561,CS_11008419,PD_21008403,2024-05-07,20:58:56,4,No Coupons,0,DV_61000002
OR_31002562,CS_11007728,PD_21008382,2024-08-20,17:27:12,6,FESTIVE20,10,DV_61000005
OR_31002563,CS_11006790,PD_21003590,2024-12-22,16:01:02,7,FESTIVE20,10,DV_61000005
OR_31002564,CS_11009020,PD_21005950,2024-06-18,11:30:53,9,SUMMER15,10,DV_61000005
OR_31002565,CS_11004315,PD_21007086,2025-01-14,14:56:53,9,SUMMER15,10,DV_61000001
OR_31002566,CS_11009639,PD_21007882,2024-03-11,21:56:40,1,FESTIVE20,15,DV_61000002
OR_31002567,CS_11005279,PD_21004914,2024-12-04,12:06:57,6,SUMMER15,20,DV_61000004
OR_31002568,CS_11006203,PD_21009240,2024-09-03,23:03:08,3,SUMMER15,15,DV_61000004
OR_31002569,CS_11007099,PD_21006829,2024-10-25,10:10:09,1,SUMMER15,20,DV_61000005
OR_31002570,CS_11005895,PD_21009999,2024-06-03,5:39:28,9,RALLY20,10,DV_61000004
OR_31002571,CS_11005118,PD_21006654,2024-03-12,22:21:28,1,SUMMER15,10,DV_61000003
OR_31002572,CS_11008154,PD_21008646,2024-03-30,7:34:04,6,FESTIVE20,20,DV_61000002
OR_31002573,CS_11009439,PD_21008733,2024-08-07,7:33:43,9,WELCOME10,15,DV_61000002
OR_31002574,CS_11006750,PD_21003350,2024-09-17,21:31:04,1,SUMMER15,10,DV_61000002
OR_31002575,CS_11004943,PD_21000911,2024-03-30,9:21:16,6,No Coupons,0,DV_61000003
OR_31002576,CS_11006138,PD_21005980,2025-02-03,11:36:30,4,No Coupons,0,DV_61000001
OR_31002577,CS_11006008,PD_21006129,2024-08-26,7:46:49,1,No Coupons,0,DV_61000003
OR_31002578,CS_11004397,PD_21003450,2024-07-17,18:36:08,9,SUMMER15,15,DV_61000002
OR_31002579,CS_11003226,PD_21000813,2024-08-30,13:20:38,2,SUMMER15,15,DV_61000002
OR_31002580,CS_11005389,PD_21000593,2024-08-02,16:21:50,2,No Coupons,0,DV_61000002
OR_31002581,CS_11006871,PD_21002218,2025-02-13,22:42:51,5,RALLY20,20,DV_61000004
OR_31002582,CS_11007418,PD_21008274,2024-09-04,3:37:37,1,No Coupons,0,DV_61000001
OR_31002583,CS_11008868,PD_21001812,2024-06-17,3:00:11,3,RALLY20,20,DV_61000003
OR_31002584,CS_11001970,PD_21001835,2024-11-13,7:57:55,4,No Coupons,0,DV_61000002
OR_31002585,CS_11007083,PD_21001557,2024-08-21,8:51:35,1,SUMMER15,20,DV_61000005
OR_31002586,CS_11003792,PD_21005846,2024-10-15,19:53:34,8,RALLY20,20,DV_61000001
OR_31002587,CS_11004135,PD_21006777,2024-07-05,11:13:34,5,WELCOME10,15,DV_61000005
OR_31002588,CS_11008360,PD_21001517,2024-06-29,4:22:53,5,SUMMER15,20,DV_61000001
OR_31002589,CS_11006551,PD_21000013,2024-05-04,17:39:25,1,RALLY20,20,DV_61000002
OR_31002590,CS_11002861,PD_21003240,2024-12-25,5:23:53,3,RALLY20,15,DV_61000001
OR_31002591,CS_11003452,PD_21006446,2024-04-27,18:01:02,2,SUMMER15,15,DV_61000001
OR_31002592,CS_11005735,PD_21006805,2025-01-23,20:36:30,2,FESTIVE20,15,DV_61000002
OR_31002593,CS_11001886,PD_21009247,2024-09-10,13:04:28,9,SUMMER15,10,DV_61000005
OR_31002594,CS_11008768,PD_21006702,2024-09-25,5:17:31,9,No Coupons,0,DV_61000005
OR_31002595,CS_11000636,PD_21005227,2024-06-30,7:53:34,1,WELCOME10,10,DV_61000004
OR_31002596,CS_11009811,PD_21009424,2024-09-06,5:50:56,1,WELCOME10,20,DV_61000005
OR_31002597,CS_11007911,PD_21007988,2024-08-28,22:55:26,8,FESTIVE20,10,DV_61000005
OR_31002598,CS_11007522,PD_21005060,2024-03-19,19:21:33,9,No Coupons,0,DV_61000001
OR_31002599,CS_11004354,PD_21004564,2024-11-29,18:03:48,3,No Coupons,0,DV_61000004
OR_31002600,CS_11000993,PD_21005818,2025-01-10,0:34:49,4,FESTIVE20,20,DV_61000002
OR_31002601,CS_11009566,PD_21000258,2024-06-04,8:42:43,5,No Coupons,0,DV_61000002
OR_31002602,CS_11007208,PD_21008287,2024-04-27,16:56:32,1,SUMMER15,10,DV_61000003
OR_31002603,CS_11001478,PD_21006460,2024-12-10,1:55:59,5,SUMMER15,10,DV_61000004
OR_31002604,CS_11000443,PD_21000935,2024-04-06,9:07:55,8,SUMMER15,20,DV_61000001
OR_31002605,CS_11002954,PD_21006237,2024-08-18,19:58:03,10,No Coupons,0,DV_61000003
OR_31002606,CS_11005319,PD_21007501,2025-02-18,6:07:35,2,FESTIVE20,15,DV_61000003
OR_31002607,CS_11007485,PD_21006446,2024-08-08,5:13:16,4,WELCOME10,10,DV_61000002
OR_31002608,CS_11008101,PD_21001053,2024-08-04,1:35:23,3,No Coupons,0,DV_61000005
OR_31002609,CS_11007313,PD_21000190,2024-09-25,7:51:33,8,WELCOME10,10,DV_61000001
OR_31002610,CS_11003616,PD_21007771,2024-12-22,17:53:58,1,SUMMER15,20,DV_61000004
OR_31002611,CS_11005035,PD_21004710,2024-12-17,22:25:07,2,SUMMER15,15,DV_61000003
OR_31002612,CS_11005399,PD_21004077,2024-10-16,1:07:40,5,FESTIVE20,20,DV_61000001
OR_31002613,CS_11005199,PD_21003751,2025-02-28,12:24:50,1,RALLY20,20,DV_61000002
OR_31002614,CS_11001160,PD_21006358,2025-01-20,13:15:11,5,No Coupons,0,DV_61000003
OR_31002615,CS_11002100,PD_21006184,2024-07-27,0:06:27,8,No Coupons,0,DV_61000003
OR_31002616,CS_11005966,PD_21009926,2024-12-18,11:18:12,7,SUMMER15,20,DV_61000002
OR_31002617,CS_11004564,PD_21007463,2025-01-12,5:19:12,5,No Coupons,0,DV_61000002
OR_31002618,CS_11008324,PD_21007503,2025-01-21,18:59:48,2,RALLY20,20,DV_61000002
OR_31002619,CS_11004365,PD_21007015,2024-11-22,3:33:16,6,No Coupons,0,DV_61000001
OR_31002620,CS_11006643,PD_21007360,2024-06-18,5:36:04,10,RALLY20,10,DV_61000001
OR_31002621,CS_11000304,PD_21003600,2024-05-08,12:11:25,5,SUMMER15,20,DV_61000001
OR_31002622,CS_11002730,PD_21002201,2025-01-25,5:39:10,8,RALLY20,15,DV_61000005
OR_31002623,CS_11004266,PD_21004790,2024-07-27,4:34:22,8,SUMMER15,15,DV_61000003
OR_31002624,CS_11004806,PD_21006096,2024-12-11,3:06:43,4,FESTIVE20,10,DV_61000001
OR_31002625,CS_11006202,PD_21005177,2024-10-16,18:09:33,10,FESTIVE20,10,DV_61000005
OR_31002626,CS_11000710,PD_21003518,2024-08-06,4:39:43,5,FESTIVE20,20,DV_61000003
OR_31002627,CS_11007000,PD_21005335,2025-01-13,21:04:29,6,WELCOME10,20,DV_61000001
OR_31002628,CS_11003479,PD_21009565,2025-03-02,20:48:12,9,FESTIVE20,20,DV_61000002
OR_31002629,CS_11000750,PD_21002603,2024-07-24,9:46:11,7,WELCOME10,20,DV_61000004
OR_31002630,CS_11003349,PD_21004260,2025-03-03,18:12:30,1,RALLY20,10,DV_61000001
OR_31002631,CS_11001876,PD_21001827,2024-11-22,6:57:28,5,RALLY20,20,DV_61000004
OR_31002632,CS_11003687,PD_21008999,2024-08-02,8:26:23,3,SUMMER15,20,DV_61000001
OR_31002633,CS_11008293,PD_21001015,2024-12-14,23:04:58,4,No Coupons,0,DV_61000002
OR_31002634,CS_11001012,PD_21002048,2024-07-20,0:54:49,8,FESTIVE20,10,DV_61000004
OR_31002635,CS_11002745,PD_21007872,2024-11-28,23:02:28,2,SUMMER15,10,DV_61000005
OR_31002636,CS_11005889,PD_21009163,2024-09-01,0:17:51,7,SUMMER15,20,DV_61000002
OR_31002637,CS_11003398,PD_21006387,2024-05-08,18:58:58,2,No Coupons,0,DV_61000004
OR_31002638,CS_11001311,PD_21002928,2024-10-30,21:40:02,5,WELCOME10,20,DV_61000004
OR_31002639,CS_11004348,PD_21004606,2025-02-17,2:58:04,4,RALLY20,20,DV_61000002
OR_31002640,CS_11008864,PD_21000722,2024-08-02,1:47:28,1,WELCOME10,10,DV_61000002
OR_31002641,CS_11002319,PD_21002839,2025-01-24,19:09:06,5,WELCOME10,15,DV_61000002
OR_31002642,CS_11009321,PD_21003623,2025-01-11,15:14:57,6,SUMMER15,10,DV_61000003
OR_31002643,CS_11000733,PD_21001669,2025-01-29,21:13:28,3,WELCOME10,15,DV_61000005
OR_31002644,CS_11001480,PD_21004360,2024-10-26,3:58:15,2,WELCOME10,15,DV_61000001
OR_31002645,CS_11000715,PD_21006513,2024-03-25,19:11:02,4,No Coupons,0,DV_61000004
OR_31002646,CS_11005709,PD_21003000,2024-07-28,23:47:49,3,No Coupons,0,DV_61000001
OR_31002647,CS_11002223,PD_21004572,2024-05-14,18:50:00,3,WELCOME10,20,DV_61000002
OR_31002648,CS_11008538,PD_21002255,2025-02-12,20:08:48,9,No Coupons,0,DV_61000005
OR_31002649,CS_11004664,PD_21000423,2024-11-27,2:32:11,9,FESTIVE20,15,DV_61000005
OR_31002650,CS_11008696,PD_21003846,2024-08-01,13:05:57,2,WELCOME10,15,DV_61000003
OR_31002651,CS_11003758,PD_21003173,2025-01-17,5:17:41,8,RALLY20,10,DV_61000002
OR_31002652,CS_11005188,PD_21001509,2024-05-18,21:35:19,8,WELCOME10,15,DV_61000004
OR_31002653,CS_11000283,PD_21000444,2024-10-01,22:13:05,3,FESTIVE20,20,DV_61000003
OR_31002654,CS_11008455,PD_21003279,2024-06-05,16:53:03,1,WELCOME10,20,DV_61000002
OR_31002655,CS_11007117,PD_21007774,2024-08-01,2:41:24,1,FESTIVE20,15,DV_61000003
OR_31002656,CS_11002307,PD_21002985,2024-08-12,21:10:01,5,SUMMER15,20,DV_61000001
OR_31002657,CS_11007761,PD_21007455,2024-10-28,21:59:05,1,No Coupons,0,DV_61000002
OR_31002658,CS_11009062,PD_21007021,2024-11-04,2:09:40,10,FESTIVE20,10,DV_61000004
OR_31002659,CS_11000831,PD_21002920,2024-10-16,17:31:58,1,No Coupons,0,DV_61000004
OR_31002660,CS_11004982,PD_21008843,2024-06-26,3:46:49,7,WELCOME10,15,DV_61000002
OR_31002661,CS_11004163,PD_21007937,2025-03-05,6:34:42,6,SUMMER15,15,DV_61000003
OR_31002662,CS_11008415,PD_21002429,2025-02-10,3:12:10,7,No Coupons,0,DV_61000005
OR_31002663,CS_11001491,PD_21002528,2025-02-21,10:54:10,1,No Coupons,0,DV_61000002
OR_31002664,CS_11009432,PD_21007422,2024-04-03,4:51:42,6,WELCOME10,20,DV_61000004
OR_31002665,CS_11008656,PD_21007347,2024-05-20,1:14:41,7,RALLY20,20,DV_61000001
OR_31002666,CS_11004073,PD_21008635,2025-01-30,16:54:47,1,SUMMER15,10,DV_61000004
OR_31002667,CS_11009630,PD_21007892,2025-02-11,11:06:48,7,No Coupons,0,DV_61000005
OR_31002668,CS_11007576,PD_21008582,2025-01-10,16:29:59,3,FESTIVE20,20,DV_61000004
OR_31002669,CS_11008098,PD_21004038,2024-08-25,20:08:45,5,No Coupons,0,DV_61000005
OR_31002670,CS_11007729,PD_21003240,2024-03-24,22:24:54,6,WELCOME10,10,DV_61000002
OR_31002671,CS_11001496,PD_21000972,2024-11-03,19:03:12,10,WELCOME10,20,DV_61000004
OR_31002672,CS_11004674,PD_21007437,2024-08-07,2:15:33,6,No Coupons,0,DV_61000003
OR_31002673,CS_11007144,PD_21004136,2025-02-21,18:39:27,8,FESTIVE20,20,DV_61000003
OR_31002674,CS_11009664,PD_21005991,2024-09-22,1:32:15,7,FESTIVE20,15,DV_61000004
OR_31002675,CS_11002316,PD_21006112,2025-01-08,23:22:52,8,FESTIVE20,10,DV_61000004
OR_31002676,CS_11009903,PD_21008047,2024-06-09,2:39:32,8,FESTIVE20,10,DV_61000001
OR_31002677,CS_11001322,PD_21003542,2024-04-21,6:27:12,6,No Coupons,0,DV_61000004
OR_31002678,CS_11002051,PD_21003369,2025-02-01,16:36:14,7,SUMMER15,20,DV_61000001
OR_31002679,CS_11009605,PD_21005128,2024-09-27,10:08:59,8,FESTIVE20,20,DV_61000001
OR_31002680,CS_11002990,PD_21000232,2024-09-26,4:08:44,3,RALLY20,10,DV_61000001
OR_31002681,CS_11001243,PD_21005187,2024-06-23,0:53:34,1,WELCOME10,10,DV_61000001
OR_31002682,CS_11001793,PD_21009686,2024-05-16,16:16:16,8,FESTIVE20,20,DV_61000002
OR_31002683,CS_11005337,PD_21000568,2025-03-05,8:37:01,1,WELCOME10,15,DV_61000003
OR_31002684,CS_11008157,PD_21008681,2024-03-13,8:00:15,3,FESTIVE20,15,DV_61000001
OR_31002685,CS_11008682,PD_21000371,2025-02-24,21:04:55,3,RALLY20,10,DV_61000003
OR_31002686,CS_11002364,PD_21001810,2024-05-23,15:30:55,5,RALLY20,20,DV_61000001
OR_31002687,CS_11003084,PD_21007705,2025-03-06,6:16:03,6,RALLY20,20,DV_61000003
OR_31002688,CS_11001719,PD_21000544,2024-11-06,19:45:46,7,WELCOME10,20,DV_61000004
OR_31002689,CS_11001838,PD_21002397,2025-01-06,5:24:01,1,No Coupons,0,DV_61000004
OR_31002690,CS_11001732,PD_21000800,2024-04-16,10:33:33,7,FESTIVE20,15,DV_61000003
OR_31002691,CS_11001685,PD_21002635,2024-04-28,6:33:11,2,RALLY20,10,DV_61000001
OR_31002692,CS_11006444,PD_21006312,2024-07-15,21:36:16,9,FESTIVE20,10,DV_61000002
OR_31002693,CS_11002285,PD_21006411,2024-05-31,20:02:31,4,No Coupons,0,DV_61000003
OR_31002694,CS_11004220,PD_21002749,2024-08-21,22:51:05,8,FESTIVE20,15,DV_61000005
OR_31002695,CS_11009457,PD_21000810,2024-11-01,2:56:48,9,WELCOME10,20,DV_61000002
OR_31002696,CS_11000544,PD_21007145,2024-10-07,18:31:13,5,FESTIVE20,20,DV_61000005
OR_31002697,CS_11004870,PD_21003098,2024-10-24,1:02:44,10,SUMMER15,15,DV_61000003
OR_31002698,CS_11005686,PD_21005579,2024-09-12,1:58:14,3,SUMMER15,10,DV_61000001
OR_31002699,CS_11007679,PD_21004704,2024-07-31,20:46:41,3,No Coupons,0,DV_61000005
OR_31002700,CS_11009321,PD_21008751,2024-08-19,1:55:00,2,FESTIVE20,15,DV_61000003
OR_31002701,CS_11009111,PD_21007585,2025-02-19,12:08:56,6,RALLY20,15,DV_61000002
OR_31002702,CS_11005470,PD_21001593,2024-03-27,0:39:16,7,WELCOME10,10,DV_61000001
OR_31002703,CS_11003538,PD_21000142,2024-03-29,11:57:03,8,RALLY20,15,DV_61000005
OR_31002704,CS_11006846,PD_21002446,2024-08-20,5:06:47,4,FESTIVE20,15,DV_61000003
OR_31002705,CS_11008008,PD_21003090,2024-04-01,20:55:25,7,No Coupons,0,DV_61000001
OR_31002706,CS_11008845,PD_21005213,2025-02-22,0:35:40,2,No Coupons,0,DV_61000001
OR_31002707,CS_11001486,PD_21008686,2025-03-06,18:07:55,4,No Coupons,0,DV_61000004
OR_31002708,CS_11004866,PD_21005263,2024-04-30,7:44:18,2,FESTIVE20,20,DV_61000001
OR_31002709,CS_11005902,PD_21005508,2024-11-14,23:56:00,5,RALLY20,20,DV_61000003
OR_31002710,CS_11002013,PD_21003460,2024-05-02,2:56:03,8,FESTIVE20,10,DV_61000002
OR_31002711,CS_11002270,PD_21003843,2024-11-19,18:06:10,5,FESTIVE20,15,DV_61000004
OR_31002712,CS_11003342,PD_21005895,2025-02-05,14:58:03,9,WELCOME10,15,DV_61000003
OR_31002713,CS_11007411,PD_21005357,2025-02-20,21:28:35,6,No Coupons,0,DV_61000003
OR_31002714,CS_11003124,PD_21000228,2024-07-01,14:06:11,9,WELCOME10,10,DV_61000003
OR_31002715,CS_11003631,PD_21006997,2024-11-04,3:57:32,2,RALLY20,10,DV_61000005
OR_31002716,CS_11007979,PD_21005048,2024-12-22,6:35:09,10,RALLY20,20,DV_61000005
OR_31002717,CS_11000984,PD_21002433,2025-02-12,23:22:00,6,WELCOME10,10,DV_61000002
OR_31002718,CS_11003584,PD_21008464,2024-11-05,19:46:15,3,RALLY20,20,DV_61000003
OR_31002719,CS_11007243,PD_21000045,2024-04-17,5:49:19,4,SUMMER15,10,DV_61000005
OR_31002720,CS_11009429,PD_21000870,2024-08-18,1:31:49,6,No Coupons,0,DV_61000005
OR_31002721,CS_11001958,PD_21001340,2025-02-17,9:23:54,10,FESTIVE20,20,DV_61000005
OR_31002722,CS_11003257,PD_21007128,2025-01-06,17:26:50,3,SUMMER15,10,DV_61000002
OR_31002723,CS_11007874,PD_21008532,2024-10-26,1:34:51,10,No Coupons,0,DV_61000002
OR_31002724,CS_11004926,PD_21005994,2024-10-27,14:12:17,5,RALLY20,20,DV_61000003
OR_31002725,CS_11005327,PD_21001812,2024-10-01,12:43:01,5,No Coupons,0,DV_61000004
OR_31002726,CS_11006882,PD_21006668,2024-05-13,13:39:43,10,WELCOME10,10,DV_61000003
OR_31002727,CS_11002664,PD_21003816,2024-09-16,20:59:46,1,RALLY20,20,DV_61000005
OR_31002728,CS_11000359,PD_21006507,2024-08-20,19:54:44,6,SUMMER15,15,DV_61000005
OR_31002729,CS_11002081,PD_21006303,2024-09-24,3:03:18,5,No Coupons,0,DV_61000001
OR_31002730,CS_11003493,PD_21005796,2024-06-29,12:54:52,7,SUMMER15,15,DV_61000003
OR_31002731,CS_11001590,PD_21005044,2024-03-07,1:36:44,4,WELCOME10,15,DV_61000005
OR_31002732,CS_11002571,PD_21008006,2025-02-06,0:13:08,8,WELCOME10,15,DV_61000005
OR_31002733,CS_11002574,PD_21007791,2024-11-29,1:44:22,7,SUMMER15,15,DV_61000004
OR_31002734,CS_11009798,PD_21002419,2024-04-06,20:37:07,3,WELCOME10,20,DV_61000001
OR_31002735,CS_11006802,PD_21005010,2024-08-20,11:59:00,9,RALLY20,15,DV_61000003
OR_31002736,CS_11009589,PD_21000105,2024-06-09,1:11:07,9,WELCOME10,15,DV_61000002
OR_31002737,CS_11000370,PD_21009784,2024-10-13,7:28:57,10,No Coupons,0,DV_61000003
OR_31002738,CS_11000654,PD_21002877,2024-05-27,11:23:37,4,RALLY20,15,DV_61000003
OR_31002739,CS_11005514,PD_21006474,2024-06-11,21:53:47,1,No Coupons,0,DV_61000004
OR_31002740,CS_11004184,PD_21007270,2024-11-03,12:36:02,7,SUMMER15,10,DV_61000003
OR_31002741,CS_11003762,PD_21006354,2024-04-28,14:36:55,10,SUMMER15,10,DV_61000004
OR_31002742,CS_11002636,PD_21003279,2024-03-13,6:21:33,2,RALLY20,15,DV_61000004
OR_31002743,CS_11005197,PD_21008824,2025-01-17,10:43:30,7,WELCOME10,15,DV_61000005
OR_31002744,CS_11004961,PD_21005709,2025-01-12,6:56:15,8,RALLY20,20,DV_61000002
OR_31002745,CS_11007687,PD_21008629,2024-04-28,14:43:47,2,No Coupons,0,DV_61000004
OR_31002746,CS_11002405,PD_21007052,2024-05-20,6:42:20,9,RALLY20,10,DV_61000001
OR_31002747,CS_11000187,PD_21006463,2024-05-25,5:12:04,7,WELCOME10,10,DV_61000001
OR_31002748,CS_11006506,PD_21002560,2024-12-04,13:37:32,9,SUMMER15,10,DV_61000002
OR_31002749,CS_11001490,PD_21003863,2025-01-14,9:47:28,6,RALLY20,15,DV_61000004
OR_31002750,CS_11002196,PD_21005093,2024-08-02,2:07:06,3,FESTIVE20,20,DV_61000002
OR_31002751,CS_11002073,PD_21007758,2024-06-14,20:51:04,7,RALLY20,10,DV_61000005
OR_31002752,CS_11006152,PD_21000443,2024-04-03,3:07:13,8,SUMMER15,15,DV_61000001
OR_31002753,CS_11008123,PD_21003469,2024-05-26,21:49:24,1,No Coupons,0,DV_61000003
OR_31002754,CS_11002839,PD_21005766,2025-01-12,23:06:31,4,WELCOME10,15,DV_61000001
OR_31002755,CS_11006433,PD_21004224,2024-11-23,6:47:04,7,FESTIVE20,20,DV_61000004
OR_31002756,CS_11000279,PD_21004250,2024-07-07,9:31:14,7,WELCOME10,20,DV_61000002
OR_31002757,CS_11001859,PD_21000787,2024-09-27,14:59:35,10,No Coupons,0,DV_61000001
